geoid,Update,cumConfirmed,cumDeaths,date,conf_incid,death_incid
15005,2020-01-28,0,0,2020-01-28,0,0
15005,2020-01-29,0,0,2020-01-29,0,0
15005,2020-01-30,0,0,2020-01-30,0,0
15005,2020-01-31,0,0,2020-01-31,0,0
15005,2020-02-01,0,0,2020-02-01,0,0
15005,2020-02-02,0,0,2020-02-02,0,0
15005,2020-02-03,0,0,2020-02-03,0,0
15005,2020-02-04,0,0,2020-02-04,0,0
15005,2020-02-05,0,0,2020-02-05,0,0
15005,2020-02-06,0,0,2020-02-06,0,0
15005,2020-02-07,0,0,2020-02-07,0,0
15005,2020-02-08,0,0,2020-02-08,0,0
15005,2020-02-09,0,0,2020-02-09,0,0
15005,2020-02-10,0,0,2020-02-10,0,0
15005,2020-02-11,0,0,2020-02-11,0,0
15005,2020-02-12,0,0,2020-02-12,0,0
15005,2020-02-13,0,0,2020-02-13,0,0
15005,2020-02-14,0,0,2020-02-14,0,0
15005,2020-02-15,0,0,2020-02-15,0,0
15005,2020-02-16,0,0,2020-02-16,0,0
15005,2020-02-17,0,0,2020-02-17,0,0
15005,2020-02-18,0,0,2020-02-18,0,0
15005,2020-02-19,0,0,2020-02-19,0,0
15005,2020-02-20,0,0,2020-02-20,0,0
15005,2020-02-21,0,0,2020-02-21,0,0
15005,2020-02-22,0,0,2020-02-22,0,0
15005,2020-02-23,0,0,2020-02-23,0,0
15005,2020-02-24,0,0,2020-02-24,0,0
15005,2020-02-25,0,0,2020-02-25,0,0
15005,2020-02-26,0,0,2020-02-26,0,0
15005,2020-02-27,0,0,2020-02-27,0,0
15005,2020-02-28,0,0,2020-02-28,0,0
15005,2020-02-29,0,0,2020-02-29,0,0
15005,2020-03-01,0,0,2020-03-01,0,0
15005,2020-03-02,0,0,2020-03-02,0,0
15005,2020-03-03,0,0,2020-03-03,0,0
15005,2020-03-04,0,0,2020-03-04,0,0
15005,2020-03-05,0,0,2020-03-05,0,0
15005,2020-03-06,0,0,2020-03-06,0,0
15005,2020-03-07,0,0,2020-03-07,0,0
15005,2020-03-08,0,0,2020-03-08,0,0
15005,2020-03-09,0,0,2020-03-09,0,0
15005,2020-03-10,0,0,2020-03-10,0,0
15005,2020-03-11,0,0,2020-03-11,0,0
15005,2020-03-12,0,0,2020-03-12,0,0
15005,2020-03-13,0,0,2020-03-13,0,0
15005,2020-03-14,0,0,2020-03-14,0,0
15005,2020-03-15,0,0,2020-03-15,0,0
15005,2020-03-16,0,0,2020-03-16,0,0
15005,2020-03-17,0,0,2020-03-17,0,0
15005,2020-03-18,0,0,2020-03-18,0,0
15005,2020-03-19,0,0,2020-03-19,0,0
15005,2020-03-20,0,0,2020-03-20,0,0
15005,2020-03-21,0,0,2020-03-21,0,0
15005,2020-03-22,0,0,2020-03-22,0,0
15005,2020-03-23,0,0,2020-03-23,0,0
15005,2020-03-24,0,0,2020-03-24,0,0
15005,2020-03-25,0,0,2020-03-25,0,0
15005,2020-03-26,0,0,2020-03-26,0,0
15005,2020-03-27,0,0,2020-03-27,0,0
15005,2020-03-28,0,0,2020-03-28,0,0
15005,2020-03-29,0,0,2020-03-29,0,0
15005,2020-03-30,0,0,2020-03-30,0,0
15005,2020-03-31,0,0,2020-03-31,0,0
15005,2020-04-01,0,0,2020-04-01,0,0
15005,2020-04-02,0,0,2020-04-02,0,0
15005,2020-04-03,0,0,2020-04-03,0,0
15005,2020-04-04,0,0,2020-04-04,0,0
15005,2020-04-05,0,0,2020-04-05,0,0
15005,2020-04-06,0,0,2020-04-06,0,0
15005,2020-04-07,0,0,2020-04-07,0,0
15005,2020-04-08,0,0,2020-04-08,0,0
15005,2020-04-09,0,0,2020-04-09,0,0
15005,2020-04-10,0,0,2020-04-10,0,0
15005,2020-04-11,0,0,2020-04-11,0,0
15005,2020-04-12,0,0,2020-04-12,0,0
15005,2020-04-13,0,0,2020-04-13,0,0
15005,2020-04-14,0,0,2020-04-14,0,0
15005,2020-04-15,0,0,2020-04-15,0,0
15005,2020-04-16,0,0,2020-04-16,0,0
15005,2020-04-17,0,0,2020-04-17,0,0
15005,2020-04-18,0,0,2020-04-18,0,0
15005,2020-04-19,0,0,2020-04-19,0,0
15005,2020-04-20,0,0,2020-04-20,0,0
15005,2020-04-21,0,0,2020-04-21,0,0
15005,2020-04-22,0,0,2020-04-22,0,0
15005,2020-04-23,0,0,2020-04-23,0,0
15005,2020-04-24,0,0,2020-04-24,0,0
15005,2020-04-25,0,0,2020-04-25,0,0
15005,2020-04-26,0,0,2020-04-26,0,0
15007,2020-01-22,0,0,2020-01-22,0,0
15007,2020-01-23,0,0,2020-01-23,0,0
15007,2020-01-24,0,0,2020-01-24,0,0
15007,2020-01-25,0,0,2020-01-25,0,0
15007,2020-01-26,0,0,2020-01-26,0,0
15007,2020-01-27,0,0,2020-01-27,0,0
15007,2020-01-28,0,0,2020-01-28,0,0
15007,2020-01-29,0,0,2020-01-29,0,0
15007,2020-01-30,0,0,2020-01-30,0,0
15007,2020-01-31,0,0,2020-01-31,0,0
15007,2020-02-01,0,0,2020-02-01,0,0
15007,2020-02-02,0,0,2020-02-02,0,0
15007,2020-02-03,0,0,2020-02-03,0,0
15007,2020-02-04,0,0,2020-02-04,0,0
15007,2020-02-05,0,0,2020-02-05,0,0
15007,2020-02-06,0,0,2020-02-06,0,0
15007,2020-02-07,0,0,2020-02-07,0,0
15007,2020-02-08,0,0,2020-02-08,0,0
15007,2020-02-09,0,0,2020-02-09,0,0
15007,2020-02-10,0,0,2020-02-10,0,0
15007,2020-02-11,0,0,2020-02-11,0,0
15007,2020-02-12,0,0,2020-02-12,0,0
15007,2020-02-13,0,0,2020-02-13,0,0
15007,2020-02-14,0,0,2020-02-14,0,0
15007,2020-02-15,0,0,2020-02-15,0,0
15007,2020-02-16,0,0,2020-02-16,0,0
15007,2020-02-17,0,0,2020-02-17,0,0
15007,2020-02-18,0,0,2020-02-18,0,0
15007,2020-02-19,0,0,2020-02-19,0,0
15007,2020-02-20,0,0,2020-02-20,0,0
15007,2020-02-21,0,0,2020-02-21,0,0
15007,2020-02-22,0,0,2020-02-22,0,0
15007,2020-02-23,0,0,2020-02-23,0,0
15007,2020-02-24,0,0,2020-02-24,0,0
15007,2020-02-25,0,0,2020-02-25,0,0
15007,2020-02-26,0,0,2020-02-26,0,0
15007,2020-02-27,0,0,2020-02-27,0,0
15007,2020-02-28,0,0,2020-02-28,0,0
15007,2020-02-29,0,0,2020-02-29,0,0
15007,2020-03-01,0,0,2020-03-01,0,0
15007,2020-03-02,0,0,2020-03-02,0,0
15007,2020-03-03,0,0,2020-03-03,0,0
15007,2020-03-04,0,0,2020-03-04,0,0
15007,2020-03-05,0,0,2020-03-05,0,0
15007,2020-03-06,0,0,2020-03-06,0,0
15007,2020-03-07,0,0,2020-03-07,0,0
15007,2020-03-08,0,0,2020-03-08,0,0
15007,2020-03-09,0,0,2020-03-09,0,0
15007,2020-03-10,0,0,2020-03-10,0,0
15007,2020-03-11,0,0,2020-03-11,0,0
15007,2020-03-12,0,0,2020-03-12,0,0
15007,2020-03-13,0,0,2020-03-13,0,0
15007,2020-03-14,1,0,2020-03-14,1,0
15007,2020-03-15,1,0,2020-03-15,0,0
15007,2020-03-16,1,0,2020-03-16,0,0
15007,2020-03-17,1,0,2020-03-17,0,0
15007,2020-03-18,1,0,2020-03-18,0,0
15007,2020-03-19,1,0,2020-03-19,0,0
15007,2020-03-20,1,0,2020-03-20,0,0
15007,2020-03-21,1,0,2020-03-21,0,0
15007,2020-03-22,1,0,2020-03-22,0,0
15007,2020-03-23,1,0,2020-03-23,0,0
15007,2020-03-24,1,0,2020-03-24,0,0
15007,2020-03-25,1,0,2020-03-25,0,0
15007,2020-03-26,2,0,2020-03-26,1,0
15007,2020-03-27,5,0,2020-03-27,3,0
15007,2020-03-28,11,0,2020-03-28,6,0
15007,2020-03-29,11,0,2020-03-29,0,0
15007,2020-03-30,12,0,2020-03-30,1,0
15007,2020-03-31,12,0,2020-03-31,0,0
15007,2020-04-01,12,0,2020-04-01,0,0
15007,2020-04-02,12,0,2020-04-02,0,0
15007,2020-04-03,13,0,2020-04-03,1,0
15007,2020-04-04,15,0,2020-04-04,2,0
15007,2020-04-05,16,0,2020-04-05,1,0
15007,2020-04-06,17,0,2020-04-06,1,0
15007,2020-04-07,18,0,2020-04-07,1,0
15007,2020-04-08,18,0,2020-04-08,0,0
15007,2020-04-09,18,0,2020-04-09,0,0
15007,2020-04-10,18,0,2020-04-10,0,0
15007,2020-04-11,19,0,2020-04-11,1,0
15007,2020-04-12,21,0,2020-04-12,2,0
15007,2020-04-13,21,0,2020-04-13,0,0
15007,2020-04-14,21,0,2020-04-14,0,0
15007,2020-04-15,21,0,2020-04-15,0,0
15007,2020-04-16,21,0,2020-04-16,0,0
15007,2020-04-17,21,0,2020-04-17,0,0
15007,2020-04-18,21,0,2020-04-18,0,0
15007,2020-04-19,21,0,2020-04-19,0,0
15007,2020-04-20,21,0,2020-04-20,0,0
15007,2020-04-21,21,0,2020-04-21,0,0
15007,2020-04-22,21,0,2020-04-22,0,0
15007,2020-04-23,21,0,2020-04-23,0,0
15007,2020-04-24,21,0,2020-04-24,0,0
15007,2020-04-25,21,0,2020-04-25,0,0
15007,2020-04-26,21,0,2020-04-26,0,0
15009,2020-01-22,0,0,2020-01-22,0,0
15009,2020-01-23,0,0,2020-01-23,0,0
15009,2020-01-24,0,0,2020-01-24,0,0
15009,2020-01-25,0,0,2020-01-25,0,0
15009,2020-01-26,0,0,2020-01-26,0,0
15009,2020-01-27,0,0,2020-01-27,0,0
15009,2020-01-28,0,0,2020-01-28,0,0
15009,2020-01-29,0,0,2020-01-29,0,0
15009,2020-01-30,0,0,2020-01-30,0,0
15009,2020-01-31,0,0,2020-01-31,0,0
15009,2020-02-01,0,0,2020-02-01,0,0
15009,2020-02-02,0,0,2020-02-02,0,0
15009,2020-02-03,0,0,2020-02-03,0,0
15009,2020-02-04,0,0,2020-02-04,0,0
15009,2020-02-05,0,0,2020-02-05,0,0
15009,2020-02-06,0,0,2020-02-06,0,0
15009,2020-02-07,0,0,2020-02-07,0,0
15009,2020-02-08,0,0,2020-02-08,0,0
15009,2020-02-09,0,0,2020-02-09,0,0
15009,2020-02-10,0,0,2020-02-10,0,0
15009,2020-02-11,0,0,2020-02-11,0,0
15009,2020-02-12,0,0,2020-02-12,0,0
15009,2020-02-13,0,0,2020-02-13,0,0
15009,2020-02-14,0,0,2020-02-14,0,0
15009,2020-02-15,0,0,2020-02-15,0,0
15009,2020-02-16,0,0,2020-02-16,0,0
15009,2020-02-17,0,0,2020-02-17,0,0
15009,2020-02-18,0,0,2020-02-18,0,0
15009,2020-02-19,0,0,2020-02-19,0,0
15009,2020-02-20,0,0,2020-02-20,0,0
15009,2020-02-21,0,0,2020-02-21,0,0
15009,2020-02-22,0,0,2020-02-22,0,0
15009,2020-02-23,0,0,2020-02-23,0,0
15009,2020-02-24,0,0,2020-02-24,0,0
15009,2020-02-25,0,0,2020-02-25,0,0
15009,2020-02-26,0,0,2020-02-26,0,0
15009,2020-02-27,0,0,2020-02-27,0,0
15009,2020-02-28,0,0,2020-02-28,0,0
15009,2020-02-29,0,0,2020-02-29,0,0
15009,2020-03-01,0,0,2020-03-01,0,0
15009,2020-03-02,0,0,2020-03-02,0,0
15009,2020-03-03,0,0,2020-03-03,0,0
15009,2020-03-04,0,0,2020-03-04,0,0
15009,2020-03-05,0,0,2020-03-05,0,0
15009,2020-03-06,0,0,2020-03-06,0,0
15009,2020-03-07,0,0,2020-03-07,0,0
15009,2020-03-08,0,0,2020-03-08,0,0
15009,2020-03-09,0,0,2020-03-09,0,0
15009,2020-03-10,0,0,2020-03-10,0,0
15009,2020-03-11,0,0,2020-03-11,0,0
15009,2020-03-12,0,0,2020-03-12,0,0
15009,2020-03-13,0,0,2020-03-13,0,0
15009,2020-03-14,0,0,2020-03-14,0,0
15009,2020-03-15,1,0,2020-03-15,1,0
15009,2020-03-16,1,0,2020-03-16,0,0
15009,2020-03-17,2,0,2020-03-17,1,0
15009,2020-03-18,3,0,2020-03-18,1,0
