county,airport_iata,attribution,countyname
15001,KOA,0.512111267594123,Hawaii
15001,ITO,0.487888725827701,Hawaii
15003,LIH,0.0224536706998298,Honolulu
15003,HNL,0.977546329417835,Honolulu
15005,OGG,1,Kalawao
15007,LIH,1,Kauai
15009,HNL,0.0538829742545066,Maui
15009,OGG,0.946118755431488,Maui
