"place","date","amount"
"24021",2020-03-19,20.05
"24021",2020-03-20,30.05
"24021",2020-03-21,70.05
"24023",2020-03-18,30.05
"24023",2020-04-03,10.05
"24023",2020-05-03,10.05
"24023",2020-05-04,10.05
"24023",2020-05-13,10.05
"24025",2020-03-03,10.05
"24025",2020-03-09,10.05
"24025",2020-03-13,10.05
"24025",2020-03-15,20.05
"24025",2020-03-21,40.05
"24027",2020-03-11,10.05
"24027",2020-03-12,20.05
"24027",2020-03-13,50.05
"24027",2020-03-14,80.05
"24027",2020-03-15,30.05
"24029",2020-03-20,10.05
"24029",2020-03-22,10.05
"24029",2020-03-24,10.05
"24029",2020-03-28,20.05
"24029",2020-04-02,30.05
"24031",2020-03-01,30.05
"24031",2020-03-03,10.05
"24031",2020-03-05,10.05
"24031",2020-03-06,10.05
"24031",2020-03-09,60.05
"24033",2020-03-04,30.05
"24033",2020-03-06,10.05
"24033",2020-03-08,20.05
"24033",2020-03-09,30.05
"24033",2020-03-11,10.05
"24035",2020-03-18,10.05
"24035",2020-03-24,30.05
"24035",2020-03-27,30.05
"24035",2020-03-28,10.05
"24035",2020-03-29,40.05
"24037",2020-03-17,10.05
"24037",2020-03-19,10.05
"24037",2020-03-21,20.05
"24037",2020-03-23,40.05
"24037",2020-03-24,10.05
"24039",2020-03-17,10.05
"24039",2020-03-27,30.05
"24039",2020-04-08,10.05
"24039",2020-04-11,10.05
"24039",2020-04-12,30.05
"24041",2020-03-11,10.05
"24041",2020-03-23,10.05
"24041",2020-03-24,10.05
"24041",2020-03-28,10.05
"24041",2020-03-29,10.05
"24043",2020-03-17,10.05
"24043",2020-03-19,10.05
"24043",2020-03-22,30.05
"24043",2020-03-23,10.05
"24043",2020-03-25,10.05
"24045",2020-03-15,20.05
"24045",2020-03-18,20.05
"24045",2020-03-21,10.05
"24045",2020-03-23,10.05
"24045",2020-03-26,10.05
"24047",2020-03-15,10.05
"24047",2020-03-17,10.05
"24047",2020-03-25,10.05
"24047",2020-03-27,10.05
"24047",2020-03-28,10.05
"24510",2020-03-09,10.05
"24510",2020-03-13,30.05
"24510",2020-03-14,40.05
"24510",2020-03-15,70.05
"24510",2020-03-17,90.05
"34001",2020-03-13,30.05
"34001",2020-03-16,10.05
"34001",2020-03-17,10.05
"34001",2020-03-18,10.05
"34001",2020-03-20,30.05
"34003",2020-02-29,20.05
"34003",2020-03-02,20.05
"34003",2020-03-04,30.05
"34003",2020-03-07,60.05
"34003",2020-03-08,40.05
"34005",2020-03-04,20.05
"34005",2020-03-08,10.05
"34005",2020-03-10,10.05
"34005",2020-03-11,10.05
"34005",2020-03-13,50.05
"34007",2020-03-04,10.05
"34007",2020-03-09,10.05
"34007",2020-03-11,10.05
"34007",2020-03-13,50.05
"34007",2020-03-14,30.05
"34009",2020-03-14,10.05
"34009",2020-03-16,10.05
"34009",2020-03-19,10.05
"34009",2020-03-20,10.05
"34009",2020-03-21,20.05
"34011",2020-03-15,10.05
"34011",2020-03-19,10.05
"34011",2020-03-20,10.05
"34011",2020-03-21,10.05
"34011",2020-03-22,50.05
"34013",2020-03-07,10.05
"34013",2020-03-08,40.05
"34013",2020-03-09,20.05
"34013",2020-03-10,40.05
"34013",2020-03-11,90.05
"34015",2020-03-12,20.05
"34015",2020-03-14,10.05
"34015",2020-03-16,30.05
"34015",2020-03-17,20.05
"34015",2020-03-18,50.05
"34017",2020-03-03,10.05
"34017",2020-03-08,20.05
"34017",2020-03-09,20.05
"34017",2020-03-10,60.05
"34017",2020-03-11,80.05
"34019",2020-03-11,10.05
"34019",2020-03-12,30.05
"34019",2020-03-13,20.05
"34019",2020-03-14,20.05
"34019",2020-03-15,30.05
"34021",2020-03-09,10.05
"34021",2020-03-11,50.05
"34021",2020-03-12,30.05
"34021",2020-03-13,60.05
"34021",2020-03-14,50.05
"34023",2020-03-07,20.05
"34023",2020-03-08,10.05
"34023",2020-03-09,70.05
"34023",2020-03-10,20.05
"34023",2020-03-11,50.05
"34025",2020-03-04,20.05
"34025",2020-03-07,30.05
"34025",2020-03-08,20.05
"34025",2020-03-09,10.05
"34025",2020-03-10,40.05
"34027",2020-03-07,10.05
"34027",2020-03-08,20.05
"34027",2020-03-10,10.05
"34027",2020-03-11,20.05
"34027",2020-03-12,10.05
"34029",2020-03-08,10.05
"34029",2020-03-10,10.05
"34029",2020-03-11,10.05
"34029",2020-03-12,10.05
"34029",2020-03-13,40.05
"34031",2020-03-04,10.05
"34031",2020-03-08,10.05
"34031",2020-03-10,30.05
"34031",2020-03-11,30.05
"34031",2020-03-12,20.05
"34033",2020-03-17,10.05
"34033",2020-03-21,10.05
"34033",2020-03-22,10.05
"34033",2020-03-26,90.05
"34033",2020-03-27,70.05
"34035",2020-03-07,10.05
"34035",2020-03-11,40.05
"34035",2020-03-12,20.05
"34035",2020-03-13,90.05
"34035",2020-03-14,50.05
"34037",2020-03-14,20.05
"34037",2020-03-15,10.05
"34037",2020-03-16,30.05
"34037",2020-03-17,60.05
"34037",2020-03-18,30.05
"34039",2020-03-04,10.05
"34039",2020-03-10,30.05
"34039",2020-03-11,40.05
"34039",2020-03-12,70.05
"34039",2020-03-13,110.05
"34041",2020-03-14,30.05
"34041",2020-03-16,20.05
"34041",2020-03-17,40.05
"34041",2020-03-18,30.05
"34041",2020-03-19,30.05
"42001",2020-03-14,10.05
"42001",2020-03-15,30.05
"42001",2020-03-17,10.05
"42001",2020-03-18,10.05
"42001",2020-03-20,10.05
"42003",2020-03-09,20.05
"42003",2020-03-10,30.05
"42003",2020-03-12,20.05
"42003",2020-03-13,40.05
"42003",2020-03-14,50.05
"42005",2020-03-19,10.05
"42005",2020-03-23,10.05
"42005",2020-03-24,10.05
"42005",2020-03-26,20.05
"42005",2020-03-28,20.05
"42007",2020-03-12,10.05
"42007",2020-03-14,10.05
"42007",2020-03-15,10.05
"42007",2020-03-20,100.05
"42007",2020-03-22,10.05
"42009",2020-03-26,20.05
"42009",2020-03-27,10.05
"42009",2020-03-30,10.05
"42009",2020-04-06,10.05
"42009",2020-04-10,40.05
"42011",2020-03-13,10.05
"42011",2020-03-15,40.05
"42011",2020-03-16,20.05
"42011",2020-03-17,60.05
"42011",2020-03-18,10.05
"42013",2020-03-21,10.05
"42013",2020-03-23,10.05
"42013",2020-03-24,10.05
"42013",2020-03-25,10.05
"42013",2020-03-30,10.05
"42015",2020-03-19,10.05
"42015",2020-03-21,10.05
"42015",2020-03-23,10.05
"42015",2020-03-26,40.05
"42015",2020-03-27,10.05
"42017",2020-03-05,20.05
"42017",2020-03-08,10.05
"42017",2020-03-10,10.05
"42017",2020-03-11,10.05
"42017",2020-03-12,30.05
"42019",2020-03-16,10.05
"42019",2020-03-18,40.05
"42019",2020-03-19,10.05
"42019",2020-03-20,60.05
"42019",2020-03-21,70.05
"42021",2020-03-18,10.05
"42021",2020-03-25,10.05
"42021",2020-03-27,10.05
"42021",2020-03-28,10.05
"42021",2020-03-30,20.05
"42023",2020-03-23,10.05
"42023",2020-04-30,10.05
"42023",2020-06-23,10.05
"42023",2020-06-29,10.05
"42023",2020-07-10,10.05
"42025",2020-03-19,10.05
"42025",2020-03-21,10.05
"42025",2020-03-23,10.05
"42025",2020-03-24,60.05
"42025",2020-03-25,40.05
"42027",2020-03-15,10.05
"42027",2020-03-18,20.05
"42027",2020-03-19,40.05
"42027",2020-03-20,10.05
"42027",2020-03-21,10.05
"42029",2020-03-08,10.05
"42029",2020-03-09,10.05
"42029",2020-03-12,20.05
"42029",2020-03-13,50.05
"42029",2020-03-14,10.05
"42031",2020-03-23,10.05
"42031",2020-03-26,20.05
"42031",2020-03-27,10.05
"42031",2020-03-31,10.05
"42031",2020-04-01,10.05
"42033",2020-03-19,10.05
"42033",2020-03-20,10.05
"42033",2020-03-25,20.05
"42033",2020-03-29,10.05
"42033",2020-03-30,20.05
"42035",2020-03-29,10.05
"42035",2020-04-01,20.05
"42035",2020-04-04,10.05
"42035",2020-04-05,20.05
"42035",2020-04-06,10.05
"42037",2020-03-17,10.05
"42037",2020-03-21,20.05
"42037",2020-03-23,10.05
"42037",2020-03-24,20.05
"42037",2020-03-26,10.05
"42039",2020-03-21,10.05
"42039",2020-03-23,10.05
"42039",2020-03-24,10.05
"42039",2020-03-25,10.05
"42039",2020-03-27,10.05
"42041",2020-03-08,30.05
"42041",2020-03-10,20.05
"42041",2020-03-12,50.05
"42041",2020-03-14,10.05
"42041",2020-03-18,10.05
"42043",2020-03-17,10.05
"42043",2020-03-19,30.05
"42043",2020-03-20,60.05
"42043",2020-03-21,30.05
"42043",2020-03-22,50.05
"42045",2020-03-01,10.05
"42045",2020-03-08,50.05
"42045",2020-03-10,10.05
"42045",2020-03-12,20.05
"42045",2020-03-13,50.05
"42047",2020-04-02,20.05
"42047",2020-04-21,10.05
"42047",2020-04-27,10.05
"42047",2020-05-02,10.05
"42047",2020-05-08,10.05
"42049",2020-03-15,10.05
"42049",2020-03-17,10.05
"42049",2020-03-18,10.05
"42049",2020-03-19,10.05
"42049",2020-03-22,30.05
"42051",2020-03-17,10.05
"42051",2020-03-19,10.05
"42051",2020-03-20,20.05
"42051",2020-03-21,40.05
"42051",2020-03-22,10.05
"42053",2020-03-28,10.05
"42053",2020-03-30,10.05
"42053",2020-03-31,10.05
"42053",2020-04-01,10.05
"42053",2020-04-02,10.05
"42055",2020-03-15,10.05
"42055",2020-03-19,20.05
"42055",2020-03-20,20.05
"42055",2020-03-23,20.05
"42055",2020-03-24,40.05
"42057",2020-03-31,10.05
"42057",2020-04-09,10.05
"42057",2020-04-20,10.05
"42057",2020-04-24,20.05
"42057",2020-04-27,10.05
"42059",2020-03-20,20.05
"42059",2020-03-21,10.05
"42059",2020-03-22,10.05
"42059",2020-03-23,20.05
"42059",2020-03-25,10.05
"42061",2020-03-23,10.05
"42061",2020-03-28,10.05
"42061",2020-03-29,10.05
"42061",2020-03-30,10.05
"42061",2020-04-02,10.05
"42063",2020-03-21,10.05
"42063",2020-03-22,10.05
"42063",2020-03-26,40.05
"42063",2020-03-29,10.05
"42063",2020-03-30,20.05
"42065",2020-04-02,10.05
"42065",2020-04-07,10.05
"42065",2020-04-15,10.05
"42065",2020-04-18,10.05
"42065",2020-04-27,20.05
"42067",2020-03-19,10.05
"42067",2020-03-25,10.05
"42067",2020-03-29,30.05
"42067",2020-03-30,20.05
"42067",2020-04-01,40.05
"42069",2020-03-13,10.05
"42069",2020-03-14,10.05
"42069",2020-03-15,20.05
"42069",2020-03-16,10.05
"42069",2020-03-17,10.05
"42071",2020-03-14,20.05
"42071",2020-03-16,20.05
"42071",2020-03-17,10.05
"42071",2020-03-19,50.05
"42071",2020-03-20,20.05
"42073",2020-03-20,10.05
"42073",2020-03-22,30.05
"42073",2020-03-23,40.05
"42073",2020-03-25,20.05
"42073",2020-03-26,30.05
"42075",2020-03-14,10.05
"42075",2020-03-16,10.05
"42075",2020-03-17,10.05
"42075",2020-03-21,10.05
"42075",2020-03-22,80.05
"42077",2020-03-10,10.05
"42077",2020-03-15,10.05
"42077",2020-03-16,110.05
"42077",2020-03-17,60.05
"42077",2020-03-18,60.05
"42079",2020-03-10,10.05
"42079",2020-03-15,10.05
"42079",2020-03-16,40.05
"42079",2020-03-17,10.05
"42079",2020-03-18,30.05
"42081",2020-03-20,10.05
"42081",2020-03-22,10.05
"42081",2020-03-24,10.05
"42081",2020-03-25,10.05
"42081",2020-03-26,20.05
"42083",2020-03-24,10.05
"42083",2020-04-06,10.05
"42083",2020-04-08,10.05
"42083",2020-04-09,10.05
"42083",2020-04-16,10.05
"42085",2020-03-17,10.05
"42085",2020-03-19,10.05
"42085",2020-03-21,10.05
"42085",2020-03-22,10.05
"42085",2020-03-23,20.05
"42087",2020-03-24,10.05
"42087",2020-03-29,10.05
"42087",2020-03-30,20.05
"42087",2020-03-31,10.05
"42087",2020-04-02,10.05
"42089",2020-03-04,10.05
"42089",2020-03-07,10.05
"42089",2020-03-08,10.05
"42089",2020-03-10,30.05
"42089",2020-03-11,10.05
"42091",2020-03-03,40.05
"42091",2020-03-04,40.05
"42091",2020-03-06,50.05
"42091",2020-03-08,50.05
"42091",2020-03-09,20.05
"42093",2020-03-17,10.05
"42093",2020-03-19,20.05
"42093",2020-03-20,10.05
"42093",2020-03-25,50.05
"42093",2020-03-27,40.05
"42095",2020-03-07,10.05
"42095",2020-03-14,40.05
"42095",2020-03-15,50.05
"42095",2020-03-16,70.05
"42095",2020-03-17,40.05
"42097",2020-03-22,10.05
"42097",2020-03-27,50.05
"42097",2020-03-28,20.05
"42097",2020-03-30,10.05
"42097",2020-03-31,50.05
"42099",2020-03-23,10.05
"42099",2020-03-28,20.05
"42099",2020-03-29,10.05
"42099",2020-03-30,10.05
"42099",2020-04-02,40.05
"42101",2020-03-04,10.05
"42101",2020-03-08,20.05
"42101",2020-03-09,10.05
"42101",2020-03-10,20.05
"42101",2020-03-11,20.05
"42103",2020-03-07,10.05
"42103",2020-03-13,10.05
"42103",2020-03-17,10.05
"42103",2020-03-19,10.05
"42103",2020-03-20,50.05
"42105",2020-03-15,10.05
"42105",2020-03-23,10.05
"42105",2020-03-30,10.05
"42105",2020-04-06,10.05
"42105",2020-05-30,20.05
"42107",2020-03-17,10.05
"42107",2020-03-18,20.05
"42107",2020-03-19,20.05
"42107",2020-03-20,10.05
"42107",2020-03-21,30.05
"42109",2020-03-23,10.05
"42109",2020-03-24,10.05
"42109",2020-03-27,10.05
"42109",2020-03-29,10.05
"42109",2020-03-30,20.05
"42111",2020-03-19,10.05
"42111",2020-03-20,10.05
"42111",2020-03-27,10.05
"42111",2020-03-31,10.05
"42111",2020-04-01,20.05
"42113",2020-03-30,10.05
"42113",2020-05-10,10.05
"42113",2020-05-24,10.05
"42113",2020-06-22,10.05
"42113",2020-06-23,10.05
"42115",2020-03-21,10.05
"42115",2020-03-27,10.05
"42115",2020-03-28,10.05
"42115",2020-03-29,10.05
"42115",2020-03-30,10.05
"42117",2020-03-23,10.05
"42117",2020-03-26,10.05
"42117",2020-03-29,10.05
"42117",2020-04-01,50.05
"42117",2020-04-02,20.05
"42119",2020-03-25,20.05
"42119",2020-03-29,10.05
"42119",2020-03-30,20.05
"42119",2020-03-31,10.05
"42119",2020-04-02,10.05
"42121",2020-03-24,10.05
"42121",2020-03-26,20.05
"42121",2020-04-01,20.05
"42121",2020-04-06,10.05
"42121",2020-04-18,10.05
"42123",2020-03-20,10.05
"42123",2020-05-08,10.05
"42123",2020-05-16,10.05
"42123",2020-05-29,10.05
"42123",2020-05-30,10.05
"42125",2020-03-08,10.05
"42125",2020-03-12,10.05
"42125",2020-03-14,10.05
"42125",2020-03-16,20.05
"42125",2020-03-17,20.05
"42127",2020-03-01,10.05
"42127",2020-03-17,10.05
"42127",2020-03-18,10.05
"42127",2020-03-19,10.05
"42127",2020-03-21,20.05
"42129",2020-03-14,20.05
"42129",2020-03-15,20.05
"42129",2020-03-18,20.05
"42129",2020-03-19,50.05
"42129",2020-03-20,50.05
"42131",2020-03-28,10.05
"42131",2020-03-29,10.05
"42131",2020-03-30,30.05
"42131",2020-04-04,10.05
"42131",2020-04-06,20.05
"42133",2020-03-13,20.05
"42133",2020-03-15,40.05
"42133",2020-03-16,30.05
"42133",2020-03-17,10.05
"42133",2020-03-19,80.05
"51001",2020-03-15,10.05
"51001",2020-03-21,10.05
"51001",2020-03-24,10.05
"51001",2020-03-25,30.05
"51001",2020-03-26,10.05
"51003",2020-03-16,10.05
"51003",2020-03-17,10.05
"51003",2020-03-20,20.05
"51003",2020-03-21,20.05
"51003",2020-03-22,20.05
"51005",2020-03-24,10.05
"51005",2020-03-28,10.05
"51005",2020-04-06,20.05
"51005",2020-04-14,10.05
"51005",2020-04-24,10.05
"51007",2020-03-21,10.05
"51007",2020-03-26,10.05
"51007",2020-03-28,20.05
"51007",2020-03-29,10.05
"51007",2020-03-30,10.05
"51009",2020-03-17,10.05
"51009",2020-03-23,10.05
"51009",2020-03-25,10.05
"51009",2020-03-27,20.05
"51009",2020-03-28,10.05
"51011",2020-04-01,10.05
"51011",2020-04-02,20.05
"51011",2020-04-04,10.05
"51011",2020-04-05,10.05
"51011",2020-04-06,20.05
"51013",2020-03-04,10.05
"51013",2020-03-08,20.05
"51013",2020-03-12,100.05
"51013",2020-03-13,10.05
"51013",2020-03-14,30.05
"51015",2020-03-27,10.05
"51015",2020-03-28,10.05
"51015",2020-03-29,20.05
"51015",2020-03-30,30.05
"51015",2020-03-31,10.05
"51017",2020-07-03,10.05
"51017",2020-07-11,10.05
"51017",2020-07-18,10.05
"51017",2020-07-23,10.05
"51017",2020-09-12,20.05
"51019",2020-03-17,10.05
"51019",2020-03-20,10.05
"51019",2020-03-27,10.05
"51019",2020-03-30,10.05
"51019",2020-04-01,10.05
"51021",2020-06-14,10.05
"51021",2020-06-16,10.05
"51021",2020-07-05,10.05
"51021",2020-07-11,20.05
"51021",2020-07-16,20.05
"51023",2020-03-16,10.05
"51023",2020-03-24,10.05
"51023",2020-03-25,30.05
"51023",2020-03-27,10.05
"51023",2020-03-28,20.05
"51025",2020-03-26,10.05
"51025",2020-04-05,10.05
"51025",2020-04-06,10.05
"51025",2020-04-09,60.05
"51025",2020-04-11,10.05
"51027",2020-04-02,10.05
"51027",2020-04-06,10.05
"51027",2020-04-09,100.05
"51027",2020-04-19,10.05
"51027",2020-04-22,10.05
"51029",2020-03-26,20.05
"51029",2020-03-29,10.05
"51029",2020-03-30,10.05
"51029",2020-04-02,20.05
"51029",2020-04-03,30.05
"51031",2020-03-26,10.05
"51031",2020-03-27,10.05
"51031",2020-04-02,10.05
"51031",2020-04-03,10.05
"51031",2020-04-05,30.05
"51033",2020-03-29,10.05
"51033",2020-04-02,30.05
"51033",2020-04-05,20.05
"51033",2020-04-09,10.05
"51033",2020-04-10,20.05
"51035",2020-03-26,10.05
"51035",2020-04-02,10.05
"51035",2020-04-04,10.05
"51035",2020-04-22,10.05
"51035",2020-04-24,50.05
"51036",2020-03-13,10.05
"51036",2020-03-27,10.05
"51036",2020-03-28,20.05
"51036",2020-04-03,10.05
"51036",2020-04-05,20.05
"51037",2020-03-30,10.05
"51037",2020-04-05,10.05
"51037",2020-04-07,20.05
"51037",2020-04-10,10.05
"51037",2020-04-11,20.05
"51041",2020-03-09,10.05
"51041",2020-03-11,10.05
"51041",2020-03-12,20.05
"51041",2020-03-13,10.05
"51041",2020-03-16,20.05
"51043",2020-03-26,10.05
"51043",2020-03-29,10.05
"51043",2020-04-03,10.05
"51043",2020-04-09,20.05
"51043",2020-04-10,10.05
"51045",2020-04-02,20.05
"51045",2020-04-25,10.05
"51045",2020-04-30,10.05
"51045",2020-05-16,10.05
"51045",2020-06-01,10.05
"51047",2020-03-17,20.05
"51047",2020-03-25,10.05
"51047",2020-03-27,20.05
"51047",2020-03-28,10.05
"51047",2020-03-29,10.05
"51049",2020-03-28,10.05
"51049",2020-03-30,10.05
"51049",2020-04-02,40.05
"51049",2020-04-05,10.05
"51049",2020-04-12,10.05
"51051",2020-06-11,10.05
"51051",2020-06-22,20.05
"51051",2020-06-24,10.05
"51051",2020-06-27,10.05
"51051",2020-07-07,10.05
"51053",2020-04-02,10.05
"51053",2020-04-03,10.05
"51053",2020-04-05,10.05
"51053",2020-04-06,30.05
"51053",2020-04-09,10.05
"51057",2020-04-11,20.05
"51057",2020-04-18,10.05
"51057",2020-04-19,10.05
"51057",2020-04-20,20.05
"51057",2020-04-25,10.05
"51059",2020-03-03,20.05
"51059",2020-03-04,20.05
"51059",2020-03-08,20.05
"51059",2020-03-09,40.05
"51059",2020-03-12,20.05
"51061",2020-03-21,10.05
"51061",2020-03-22,30.05
"51061",2020-03-23,20.05
"51061",2020-03-26,10.05
"51061",2020-03-28,10.05
"51063",2020-04-04,10.05
"51063",2020-04-24,10.05
"51063",2020-04-26,10.05
"51063",2020-05-08,10.05
"51063",2020-05-20,10.05
"51065",2020-03-17,10.05
"51065",2020-03-21,20.05
"51065",2020-03-28,10.05
"51065",2020-03-29,10.05
"51065",2020-03-31,20.05
"51067",2020-03-16,10.05
"51067",2020-03-24,40.05
"51067",2020-03-28,10.05
"51067",2020-03-29,30.05
"51067",2020-03-30,10.05
"51069",2020-03-20,20.05
"51069",2020-03-22,20.05
"51069",2020-03-24,40.05
"51069",2020-03-25,20.05
"51069",2020-03-26,20.05
"51071",2020-04-01,10.05
"51071",2020-04-02,10.05
"51071",2020-04-07,10.05
"51071",2020-04-08,10.05
"51071",2020-05-04,10.05
"51073",2020-03-15,10.05
"51073",2020-03-16,10.05
"51073",2020-03-22,10.05
"51073",2020-03-23,30.05
"51073",2020-03-25,10.05
"51075",2020-03-12,10.05
"51075",2020-03-17,10.05
"51075",2020-03-19,10.05
"51075",2020-03-23,20.05
"51075",2020-03-24,10.05
"51077",2020-04-23,10.05
"51077",2020-04-25,10.05
"51077",2020-04-29,20.05
"51077",2020-04-30,10.05
"51077",2020-05-05,70.05
"51079",2020-03-22,10.05
"51079",2020-03-30,10.05
"51079",2020-03-31,10.05
"51079",2020-04-01,10.05
"51079",2020-04-08,10.05
"51081",2020-03-24,10.05
"51081",2020-03-25,20.05
"51081",2020-03-29,10.05
"51081",2020-04-02,10.05
"51081",2020-04-04,10.05
"51083",2020-03-19,10.05
"51083",2020-03-31,10.05
"51083",2020-04-04,20.05
"51083",2020-04-05,10.05
"51083",2020-04-06,20.05
"51085",2020-03-08,10.05
"51085",2020-03-20,10.05
"51085",2020-03-23,10.05
"51085",2020-03-24,10.05
"51085",2020-03-25,10.05
"51087",2020-03-12,20.05
"51087",2020-03-14,10.05
"51087",2020-03-16,40.05
"51087",2020-03-17,10.05
"51087",2020-03-18,30.05
"51089",2020-03-25,10.05
"51089",2020-03-27,10.05
"51089",2020-03-29,10.05
"51089",2020-04-02,10.05
"51089",2020-04-04,10.05
"51091",2020-04-17,10.05
"51091",2020-04-23,10.05
"51091",2020-06-09,10.05
"51091",2020-07-30,10.05
"51091",2020-08-02,20.05
"51093",2020-03-16,10.05
"51093",2020-03-19,10.05
"51093",2020-03-23,10.05
"51093",2020-03-26,10.05
"51093",2020-03-27,10.05
"51095",2020-03-08,70.05
"51095",2020-03-09,10.05
"51095",2020-03-11,20.05
"51095",2020-03-12,20.05
"51095",2020-03-13,10.05
"51097",2020-03-26,10.05
"51097",2020-04-04,10.05
"51097",2020-04-27,10.05
"51097",2020-05-02,10.05
"51097",2020-05-04,10.05
"51099",2020-03-22,10.05
"51099",2020-03-23,10.05
"51099",2020-03-25,10.05
"51099",2020-03-27,10.05
"51099",2020-03-29,20.05
"51101",2020-03-25,10.05
"51101",2020-03-31,10.05
"51101",2020-04-18,10.05
"51101",2020-04-19,20.05
"51101",2020-04-27,40.05
"51103",2020-03-23,10.05
"51103",2020-04-25,10.05
"51103",2020-04-26,10.05
"51103",2020-04-28,10.05
"51103",2020-04-29,10.05
"51105",2020-03-17,20.05
"51105",2020-04-03,10.05
"51105",2020-04-06,30.05
"51105",2020-04-12,10.05
"51105",2020-04-19,10.05
"51107",2020-03-04,10.05
"51107",2020-03-08,20.05
"51107",2020-03-09,20.05
"51107",2020-03-15,40.05
"51107",2020-03-16,50.05
"51109",2020-03-17,10.05
"51109",2020-03-18,10.05
"51109",2020-03-20,10.05
"51109",2020-03-21,10.05
"51109",2020-03-22,10.05
"51111",2020-04-02,20.05
"51111",2020-04-06,10.05
"51111",2020-04-19,10.05
"51111",2020-05-03,10.05
"51111",2020-05-04,10.05
"51113",2020-03-20,10.05
"51113",2020-03-22,10.05
"51113",2020-03-31,10.05
"51113",2020-04-01,10.05
"51113",2020-04-03,10.05
"51115",2020-03-20,10.05
"51115",2020-03-23,10.05
"51115",2020-04-08,10.05
"51115",2020-04-19,10.05
"51115",2020-05-04,10.05
"51117",2020-03-16,10.05
"51117",2020-03-19,10.05
"51117",2020-03-20,10.05
"51117",2020-03-22,10.05
"51117",2020-03-28,10.05
"51119",2020-04-04,20.05
"51119",2020-04-05,10.05
"51119",2020-04-19,10.05
"51119",2020-04-25,40.05
"51119",2020-05-03,20.05
"51121",2020-03-23,10.05
"51121",2020-03-30,50.05
"51121",2020-04-01,10.05
"51121",2020-04-02,90.05
"51121",2020-04-04,10.05
"51125",2020-03-20,10.05
"51125",2020-03-23,10.05
"51125",2020-04-03,10.05
"51125",2020-04-05,10.05
"51125",2020-04-07,10.05
"51127",2020-03-23,10.05
"51127",2020-03-28,20.05
"51127",2020-03-29,30.05
"51127",2020-03-30,20.05
"51127",2020-03-31,10.05
"51131",2020-03-22,10.05
"51131",2020-03-29,10.05
"51131",2020-04-05,20.05
"51131",2020-04-12,10.05
"51131",2020-04-14,20.05
"51133",2020-03-23,20.05
"51133",2020-03-26,10.05
"51133",2020-04-06,10.05
"51133",2020-04-11,10.05
"51133",2020-04-18,10.05
"51135",2020-03-20,10.05
"51135",2020-04-02,20.05
"51135",2020-04-06,10.05
"51135",2020-04-07,10.05
"51135",2020-04-13,10.05
"51137",2020-03-20,10.05
"51137",2020-03-26,10.05
"51137",2020-03-27,20.05
"51137",2020-03-30,10.05
"51137",2020-04-02,20.05
"51139",2020-03-26,10.05
"51139",2020-03-28,10.05
"51139",2020-04-02,10.05
"51139",2020-04-04,20.05
"51139",2020-04-06,10.05
"51141",2020-04-16,10.05
"51141",2020-04-19,10.05
"51141",2020-05-02,20.05
"51141",2020-05-07,10.05
"51141",2020-05-08,10.05
"51143",2020-03-21,10.05
"51143",2020-03-30,10.05
"51143",2020-04-01,10.05
"51143",2020-04-04,10.05
"51143",2020-04-11,10.05
"51145",2020-03-23,10.05
"51145",2020-03-25,20.05
"51145",2020-03-29,10.05
"51145",2020-04-06,10.05
"51145",2020-04-12,20.05
"51147",2020-03-08,10.05
"51147",2020-03-20,10.05
